,rel,query,author_name
23265,1,Blockchain Technology,Paolo Tasca
38682,1,Computer Aided Engineering,Gaurav Rajavendra Reddy
22238,5,Computer Vision,Mihir Bellare
38932,1,Health Informatics,Kenneth D. Mandl
5790,2,Machine Learning,Yan Liu
22184,4,Computer Graphics,Shih-Fu Chang
45174,2,Workflow Management,Anthony Longjas
24944,1,Edge Computing,Rehmat Ullah
39309,1,Performance Engineering,Steven Firth
37323,5,Autonomous Systems,Jan Reich
25485,3,Network Security,Marianne Junger
23891,4,Internet of Things,Alireza Hassani
35337,1,Embedded Systems,Oliver Amft
23867,3,Distributed Systems,Haider Ali
38639,4,Computational Finance,Rafael Serrano
24983,1,Cybersecurity,Dimitris A. Gritzalis
29864,3,Software Engineering,J.-S. Roger Jang
39106,1,Information Security,Ashok Kumar Das
22560,5,Computational Chemistry,Emmanuel N. Koukaras
4973,1,Reinforcement Learning,John Winn
44843,2,Web Services,Sudipto Das
22473,5,Human-Computer Interaction,Chris Creed
22154,4,Computer Vision,Sangeeta N. Bhatia
42318,4,System Integration,Anwar Said
38163,4,Business Intelligence,Abdul-Rahim Ahmad
7922,5,Machine Intelligence,Thomas Serre
4818,1,Artificial Intelligence,Chris Williams
38016,4,Business Intelligence,S. Armagan Tarim
8846,4,Statistical Learning,Hubert Ramsauer
39257,2,Mobile Application Development,Shravan Kumar
35901,1,Pattern Recognition,Shiming Xiang
41858,3,System Dynamics,Terry Nguyen-Khuong
8847,4,Machine Learning,Jaehong Lee
28665,3,Software Engineering,Simon Kasif
39158,2,IT Governance,Maurizio Sobrero
32032,5,Reinforcement Learning,Asja Fischer
13914,2,Computer Graphics,Wei Wang
34544,2,High-Performance Computing,Jing Lou
26124,3,Robotics,Chenguang Yang
31777,3,Game Development,Florian Faller
22510,2,Quantum Computing,Joseph Fitzsimons
42900,1,Visual Analytics,Mehrdad Rostami
36885,2,Ubiquitous Computing,Andy Alorwu
30038,3,Database Systems,Michael D. Porter
482,4,Natural Language Processing,Anna Zawadzka
38967,2,Health Informatics,Karen B. Eden
41798,5,Software Testing,Mikkel Baun Kjærgaard
35093,5,High-Performance Computing,Xiaoxu Guan
39271,2,Network Management,Khizar Abbas
23453,2,Virtual Reality,Vijay Kalivarapu
30079,5,Database Systems,Soufian Jebbara
24199,3,Cloud Computing,Rahat Masum
36172,2,Pattern Recognition,Albert Zeyer
38167,5,Business Intelligence,Michel Ballings
32002,5,Statistical Learning,Fabian Scheipl
21936,3,Scientific Computing,Pavel Pevzner
22168,4,Computer Graphics,Demetri Terzopoulos
8905,4,Reinforcement Learning,Ferrante Neri
29959,5,Software Engineering,Jingsheng Jason Cong
31256,5,Network Security,Brent ByungHoon Kang
22420,4,Human-Computer Interaction,Eva-Lotta Sallnäs Pysander
19688,2,Computer Vision,Olaf Ronneberger
4899,1,Statistical Learning,Carl Edward Rasmussen
8913,4,Statistical Learning,Riccardo Miotto
31182,4,Network Security,Hadis Karimipour
38731,1,Artificial Intelligence Ethics,Orestis Papakyriakopoulos
44833,1,Web Services,Ben Liblit
4852,1,Deep Learning,Tom Mitchell
39896,2,Quantitative Analysis,José María Sarabia
33897,4,Wireless Communications,Harri Pennanen
22247,5,Scientific Computing,Mihir Bellare
38341,2,Complex Systems,René Doursat
31195,4,Network Security,Konstantinos Markantonakis
47,1,Natural Language Processing,Zhenhai Zhu
37322,5,Autonomous Systems,Murray Ireland
8226,5,Machine Intelligence,Kun Zhang
23892,4,Internet of Things,Jorge F. Schmidt
25389,2,Cybersecurity,Yan Solihin
29462,3,Big Data Analytics,Andre Dekker
41866,4,System Dynamics,Hao Qin
42462,1,Virtualization Technology,Dushan Boroyevich
39068,4,Health Informatics,Ferenc Bari
41186,1,Software Testing,Anup Mahurkar
30068,5,Database Systems,Gil Avrahami
37107,3,Autonomous Systems,Richard Kelley
39066,4,Health Informatics,Dean Karavite
39381,1,Performance Engineering,Markus Hütter
31421,1,Distributed Systems,Rong Chen
22475,5,Human-Computer Interaction,Erik Harpstead
35537,5,Embedded Systems,Florian Stock
22937,5,Quantum Computing,Yiming Zhang
11016,2,Data Mining,Arnaud Quirin
36845,1,Ubiquitous Computing,Timo Ojala
31692,2,Mobile Computing,Shervin Emami
8524,3,Statistical Learning,Moustapha Cisse
11215,3,Data Mining,Zihang Zeng
26343,1,Bioinformatics,Jun Yu
23516,4,Augmented Reality,Mariano Gómez Berisso
39211,5,IT Governance,Francesco Caputo
41922,5,System Dynamics,Igor Pontes Duff
41888,4,System Dynamics,Yakov Frayman
39202,4,IT Governance,Eleonora Di Maria
31691,2,Mobile Computing,Punyasha Chatterjee
38374,5,Complex Systems,Marco Patriarca
31695,3,Mobile Computing,Tomasz Kuchta
33793,3,Wireless Communications,Yuanye Wang
8735,3,Deep Learning,Kevin Bryson
42409,5,System Integration,Seyed Hadi Mirfarshbafan
26268,4,Robotics,Michael Milford
31209,4,Information Security,Young-Gab Kim
11480,1,Scientific Computing,William H. Press
36981,4,Machine Intelligence,Sven Behnke
37409,3,Business Intelligence,Saggi Nevo
38253,1,Complex Systems,Frank Jülicher
36591,3,Pattern Recognition,Felix Lugauer
25524,4,Cybersecurity,Steven Noel
41029,5,Remote Sensing,Philipp Köhler
23407,1,Blockchain Technology,Mahbubul Alam
31675,1,Ubiquitous Computing,Mabrook Al-Rakhami
35027,5,High-Performance Computing,Franz-Josef Pfreundt
23503,3,Augmented Reality,Alan R. Dennis
24142,1,Cloud Computing,Jos Martin
41681,4,Software Testing,Vahid Garousi
39093,5,Health Informatics,Irene Schmidtmann
23482,4,Virtual Reality,Natalie Hube
31401,2,Parallel Computing,Jens Haussmann
5002,2,Machine Intelligence,Stephen Roberts
41831,1,System Dynamics,Dirk Aeyels
39263,1,Network Management,Daniel S. Halgin
11583,2,Scientific Computing,Steven Robbins
29624,5,Big Data Analytics,Louis Leung
22102,4,Scientific Computing,Yuhui Shi
25490,3,Network Security,Srinivas Mukkamala
22990,5,Quantum Computing,Quanlong Wang
10868,1,Data Mining,Jose Maria Gomez Hidalgo
11491,1,Scientific Computing,Jure Leskovec
24271,4,Mobile Computing,Tetsuo Furuichi
24196,2,Mobile Computing,Yehia Arafa
39278,2,Network Management,Petri Niemi
11211,3,Data Mining,Loai AbdAllah
20385,3,Scientific Computing,Ben Shneiderman
39715,2,Performance Engineering,Jinchun Kim
31355,1,Parallel Computing,Abhisek Kundu
23513,3,Augmented Reality,Abdur Razzaque Sarker
32116,2,Computer Architecture,Esube Bekele
24937,1,Edge Computing,Nik Bessis
39264,1,Network Management,Pascal Kahlem
41890,4,System Dynamics,Peter Mack Grubb
4904,1,Machine Learning,Yee Whye Teh
22210,5,Computer Vision,Mani Srivastava
41775,5,Software Testing,Xiaofan Yang
32218,5,Computer Architecture,Zhe Zhou
23924,5,Internet of Things,Yu Liang
31755,2,Game Development,Elena Bertozzi
22431,4,Human-Computer Interaction,Gerrit Meixner
4916,1,Machine Intelligence,Yee Whye Teh
21091,3,Computer Vision,Ben Langmead
41565,3,Software Testing,Mauro Pezzè
41075,1,Sensor Networks,Huanjun Liu
44811,1,Web Services,Tal Rabin
20391,2,Computer Graphics,Alan Yuille
8783,3,Reinforcement Learning,Richard Everson
7968,3,Machine Learning,Chao Tian
38929,1,Health Informatics,John Mantas
39385,1,Performance Engineering,Marjan Radi
528,1,Information Retrieval,Jun Xu
23470,4,Robotics,Antonella Ferrara
22515,2,Quantum Computing,Wei Qiu
22291,5,Computer Vision,Oded Goldreich
25511,3,Network Security,Thomas M. Chen
24206,3,Mobile Computing,Deepti Sharma
19,1,Natural Language Processing,Stefan Riezler
30262,2,Network Security,Wei Ni
36865,1,Ubiquitous Computing,Marion Koelle
42440,4,User Interface Design,Achmad Nizar Hidayanto
37998,4,Business Intelligence,Xun Zhou
23919,5,Internet of Things,Diego Bernini
22450,4,Human-Computer Interaction,Sanaz Fallahkhair
21952,4,Scientific Computing,Larry Davis
31562,1,Grid Computing,Luca Lianas
36919,3,Computational Chemistry,Xun-Lei Ding
38640,4,Computational Finance,Seyed-Mohammad-Mahdi Kazemi
36929,4,Computational Chemistry,Gary Tresadern
35450,4,Embedded Systems,Arvind Prasanna
24393,5,Mobile Computing,Atif Khan
11556,1,Scientific Computing,Judea Pearl
731,1,Information Retrieval,Nooshin Soleymani Asl
22477,5,Human-Computer Interaction,Johannes Zagermann
32261,1,Operating Systems,Rassoul Noorossana
39151,1,IT Governance,Antonio Messeni Petruzzelli
31807,3,Game Development,Jeremy Johnson
22442,4,Human-Computer Interaction,Anna De Liddo
24182,2,Cloud Computing,TianZhang He
24981,1,Information Security,Mamoun Alazab
38250,1,Complex Systems,Michael D. Cohen
32051,1,Semantic Web,Gaurav Vaidya
23432,1,Virtual Reality,D. Shin
38919,1,Health Informatics,Christopher G. Chute
8861,4,Deep Learning,Ahmed Hosny
38364,4,Complex Systems,Dan Braha
36941,1,Digital Forensics,Andrey Chechulin
65,2,Natural Language Processing,Joselene Marques
21969,4,Scientific Computing,Robert M. Haralick
480,4,Natural Language Processing,Imen Touati
42293,2,System Integration,Guo Zhao
39714,2,Performance Engineering,Matej Krpan
11231,5,Data Mining,Ming Wang
37338,1,Business Intelligence,Madjid Tavana
23055,2,Cryptography,Cedric Tavernier
31862,1,Computational Chemistry,Junmei Wang
31998,5,Deep Learning,Fabian Scheipl
11429,1,Scientific Computing,Stephen Boyd
39199,4,IT Governance,Silvano Cincotti
31546,2,Distributed Systems,Raimundo José de Araújo Macêdo
44810,1,Web Services,Douglas Terry
7879,4,Artificial Intelligence,Günter Klambauer
22314,1,Human-Computer Interaction,Kenton O'Hara
28800,1,Algorithm Design,Jinming Sun
38287,2,Complex Systems,Irene Giardina
5005,1,Statistical Learning,Stephen Roberts
31412,1,Distributed Systems,Birgitta König-Ries
39868,1,Program Analysis,Mark D. Syer
20351,2,Computer Vision,Wolfram Burgard
39050,4,Health Informatics,Aaron Lee
42446,1,Virtualization Technology,Viswanath Venkatesh
26341,1,Bioinformatics,Jo Vandesompele
11528,1,Computer Vision,David S. Johnson
44815,1,Web Services,Yuanjun Xiong
31646,1,Grid Computing,Bingtian Xue
31763,3,Game Development,Micah Hrehovcsik
33783,2,Wireless Communications,Minsu Shin
4942,1,Artificial Intelligence,Stefan Schaal
45110,5,Web Services,Michael Emmi
32510,3,Operating Systems,Nils Bornhorst
23457,2,Virtual Reality,Zsolt Horváth
45080,4,Web Services,Neha Rungta
5292,2,Machine Learning,Christian Ledig
24257,4,Mobile Computing,Faisal Khan
23471,3,Virtual Reality,Guoxing Yu
22072,4,Scientific Computing,Robert Morris
19660,2,Computer Vision,Ali Farhadi
5278,2,Reinforcement Learning,Ziv Bar-Joseph
8385,5,Artificial Intelligence,Vikas Kumar
38338,2,Complex Systems,Alberto d'Onofrio
41820,1,Supply Chain Management Systems,Gita Taherkhani
23855,3,Internet of Things,Mohamed Abdelkader
41958,1,System Integration,Haitao Liao
42451,1,Virtualization Technology,Kevin Pitts
38370,4,Complex Systems,Francesca Colaiori
23898,4,Internet of Things,Troels Martin Range
38256,1,Complex Systems,Yaneer Bar-Yam
35534,5,Embedded Systems,Gourinath Banda
25570,5,Cybersecurity,Jan Pelzl
56,2,Natural Language Processing,Michael Walsh
45118,5,Web Services,Kavosh Asadi
11450,1,Computer Graphics,Philip S. Yu
21093,3,Scientific Computing,Ben Langmead
41120,1,Software Testing,Jan Bosch
41572,3,Software Testing,Paul Klint
29927,4,Software Engineering,David Wetherall
23413,1,Blockchain Technology,Nasibeh Mohammadzadeh
39944,5,Quantitative Analysis,Dario Pescini
36894,1,Computational Chemistry,David Sherrill
22346,2,Human-Computer Interaction,Marc Erich Latoschik
5351,3,Artificial Intelligence,Rolf Pfeifer
33801,3,Wireless Communications,Muhammad Ikram Ashraf
31733,1,Game Development,Jennifer deWinter
37426,3,Business Intelligence,John V. Gray
45047,3,Web Services,Matthew Campagna
36610,4,Pattern Recognition,Siming Bayer
33900,4,Wireless Communications,Takeshi Matsumura
31504,1,Distributed Systems,Kieran Greer
39189,3,IT Governance,Andrea Piccaluga
23709,2,Internet of Things,Lars Ivar Hagfors
10815,5,Deep Learning,Aarti Singh
23266,1,Blockchain Technology,Han Liu
45085,5,Web Services,Yuting Zhang
39058,4,Health Informatics,David Kaufman
20411,3,Scientific Computing,Dan Boneh
41823,1,System Dynamics,Soon-Jo Chung
25509,3,Cybersecurity,Thomas M. Chen
24951,1,Edge Computing,Benedek Kovács
28945,1,Big Data Analytics,Amitava Banerjee
41200,2,Software Testing,Zhenfu Cao
30000,1,Database Systems,Christophe Mues
42917,2,Visual Analytics,Atif Shah
26241,1,Artificial Intelligence Ethics,Raja Chatila
42432,2,User Interface Design,David Maxwell
39277,2,Network Management,Michael Hannam
30316,2,Network Security,Andrew Clark
5041,2,Machine Intelligence,Le Song
31540,2,Distributed Systems,Rune Gustavsson
23406,1,Blockchain Technology,Victor Sucasas
39383,1,Performance Engineering,Simone Ferlin
42905,1,Visual Analytics,Matteo Pedone
22546,3,Quantum Computing,Alejandro Perdomo-Ortiz
32093,1,Computer Architecture,Rudy Lauwereins
40941,3,Remote Sensing,Sandra Luque
31951,1,Neural Networks,Satoshi Nishida
35529,5,Embedded Systems,Filippo Borlenghi
4871,1,Reinforcement Learning,Samy Bengio
42288,2,System Integration,Jarrod Trevathan
38362,1,System Dynamics,Yvonne Genzel
7895,4,Artificial Intelligence,Jeremy Schwartzentruber
4882,1,Artificial Intelligence,Thore Graepel
29478,4,Big Data Analytics,Sinan Aral
29465,3,Big Data Analytics,Pan Hui
31255,5,Network Security,Hany F. Atlam
11593,2,Scientific Computing,Ian H. Witten
20365,2,Scientific Computing,Wolfram Burgard
31524,1,Grid Computing,Guido Wirtz
34410,1,High-Performance Computing,Ralph Müller-Pfefferkorn
35528,4,Embedded Systems,Niklas Ueter
8868,4,Deep Learning,Dmitry Ulyanov
24942,1,Edge Computing,Ardhendu Behera
36211,3,Pattern Recognition,Christos Papadopoulos
39307,1,Performance Engineering,Alp Dener
31408,1,Distributed Systems,Gordon Blair
33764,2,Wireless Communications,Fernando Casadevall
42322,4,System Integration,Juyeop Kim
10789,5,Machine Learning,Sourabh Vora
36839,2,Green Computing,Nazim Choudhury
26288,5,Robotics,Paul Beardsley
40279,2,Remote Sensing,Zhihao Qin
33468,1,Wireless Communications,Matti Hämäläinen
22551,3,Quantum Computing,Joseph Doetsch
42914,2,Visual Analytics,Teemu Nyländen
20349,2,Computer Graphics,Stuart Russell
36993,1,Autonomous Systems,Tomi Westerlund
41813,4,Statistical Learning,Hedibert Freitas Lopes
31697,4,Mobile Computing,Mohamed A. Mostafa
7920,2,Statistical Learning,Richard Bowden
31205,4,Network Security,Young-Gab Kim
29450,3,Big Data Analytics,Michael Kwok-Po Ng
35451,4,Embedded Systems,Xu Han
32196,5,Computer Architecture,Peter van Stralen
38252,1,Complex Systems,Yamir Moreno
31737,1,Game Development,Jakub Gemrot
20420,3,Computer Vision,William T. Freeman
45168,1,Workflow Management,Daniel Carpenter
36965,1,Advanced Algorithms,Nima Sarmadi
38410,2,Computational Finance,Kuo-Ping Chang
42298,2,System Integration,Johann Fischbacher
32165,4,Computer Architecture,Koustav Bhattacharya
41003,5,Remote Sensing,Fang Qiu
10869,1,Text Analytics,Jose Maria Gomez Hidalgo
31869,2,Computational Biology,Brian J. Enquist
31600,3,Distributed Systems,Xiaotian Dai
39894,2,Quantitative Analysis,William Knottenbelt
4979,2,Artificial Intelligence,Salvador García
30008,2,Database Systems,Nicolas Rodriguez
32265,1,Operating Systems,Navid Sahebjamnia
28669,3,Bioinformatics,Nicole Redaschi
37333,5,Autonomous Systems,Christos Koniaris
44824,1,Web Services,David Wipf
41089,1,Software Quality Assurance,Noora Al Emadi
39205,4,IT Governance,Matteo Mura
21094,3,Computer Vision,Scott Kirkpatrick
31712,1,Game Development,Paul Coulton
38241,5,Business Intelligence,Koen W. De Bock
5287,2,Reinforcement Learning,Martin Renqiang Min
24389,5,Cloud Computing,Atif Khan
19668,2,Computer Graphics,Ali Farhadi
35437,4,Embedded Systems,Tobias Reitmaier
39192,3,IT Governance,Luigi Salmaso
32113,2,Computer Architecture,Guillermo Botella Juan
41275,2,Software Testing,Jürgen Sturm
5304,3,Artificial Intelligence,Zachary C. Lipton
40150,1,Remote Sensing,Pablo J. Zarco-Tejada
36886,2,Ubiquitous Computing,Sharadhi Alape Suryanarayana
8373,3,Deep Learning,David A. Clifton
22277,5,Computer Graphics,Kevin W. Bowyer
8863,4,Reinforcement Learning,Ahmed Hosny
4927,1,Machine Learning,Menglong Zhu
5309,2,Statistical Learning,Zachary C. Lipton
22445,4,Human-Computer Interaction,Nikolas Martelaro
36813,1,Green Computing,Todd J. Green
29461,3,Big Data Analytics,Aaron M Newman
31598,3,Distributed Systems,Adam Taylor
31520,1,Distributed Systems,Guido Wirtz
42930,1,Web Services,Wei Zhang
31549,1,Grid Computing,Navinda Kottege
42903,1,Visual Analytics,John Wenskovitch
24941,1,Edge Computing,Ioannis Korkontzelos
31294,1,Parallel Computing,Evangelos Georganas
37112,4,Autonomous Systems,Maximilian Brunner
31648,5,Distributed Systems,Muhammad Farhan Bashir
22478,5,Human-Computer Interaction,Kevin Doherty
30214,1,Network Security,Michael Schwarz
36594,3,Pattern Recognition,Yuanhao Guo
20421,3,Computer Graphics,William T. Freeman
7,1,Natural Language Processing,Siegfried Handschuh
35343,1,Embedded Systems,Juha Röning
22063,4,Computer Graphics,Robert Morris
41085,1,Sensor Networks,Christoph Allig
31213,4,Network Security,Jason Crampton
26094,2,Robotics,Robert Shepherd
42414,5,System Integration,Mehdi Pirahandeh
37996,4,Business Intelligence,Eoin Whelan
29976,1,Database Systems,Robert A. Verheij
31895,3,Computational Biology,Mihaela Zavolan
24242,4,Mobile Computing,Waleed Khan
42533,3,Virtualization Technology,Hesham A. Rakha
31196,4,Information Security,Konstantinos Markantonakis
32501,3,Operating Systems,Arman Derakhti
21114,3,Computer Vision,Nir Friedman
21962,3,Computer Graphics,Robert M. Haralick
25607,5,Information Security,Elyes Ben Hamida
8493,5,Artificial Intelligence,Stefan Washietl
20431,3,Scientific Computing,Allen Newell
29445,3,Big Data Analytics,Eytan Ruppin
29824,1,Software Engineering,John Bowers
22124,4,Scientific Computing,Jim Hendler
26079,2,Robotics,Howie Choset
31668,2,Grid Computing,Vamis Xhagjika
23436,1,Virtual Reality,Juan David Hincapié-Ramos
38855,1,Database Management Systems,Ahmed Nada
38877,1,Discrete Mathematics,Sang-il Oum
26258,3,Robotics,Maxim Likhachev
28784,5,Bioinformatics,Mario Stanke
28799,1,Algorithm Design,Taewoong Lee
36151,2,Pattern Recognition,Carlos Eduardo Thomaz
29906,1,Virtualization Technology,Walid Saad
33436,2,Digital Signal Processing,Mahdi Heydari
30002,1,Database Systems,Indrit Troshani
31297,1,Parallel Computing,Xin Wu
27469,2,Bioinformatics,Wei Chen
42920,2,Visual Analytics,Matthew Chambers
44845,2,Web Services,Muhammad Bilal Zafar
31239,5,Information Security,Jongsung Kim
23746,3,Internet of Things,M. Yousof Naderi
22344,2,Human-Computer Interaction,Denis Lalanne
38905,3,Enterprise Resource Planning,Yuepei Li
41648,4,Software Testing,Martin Pinzger
30306,2,Network Security,Cas Cremers
38428,2,Computational Finance,Giorgio Ferrari
39038,4,Health Informatics,Karl Heinz Höhne
38661,5,Computational Finance,Edward Turner
31770,3,Game Development,Sandeep Athavale
42311,3,System Integration,Alfio Di Mauro
31581,3,Distributed Systems,Haidong Rong
25371,1,Cybersecurity,Nour Moustafa
38377,5,Complex Systems,Martijn Warnier
23854,3,Internet of Things,Yulin Shao
11432,1,Scientific Computing,Trevor Darrell
31400,2,Parallel Computing,Amir Raoofy
39188,3,IT Governance,Marco Perona
42489,2,Virtualization Technology,Zhen Yan
38269,1,Complex Systems,Martin Middendorf
31644,5,Distributed Systems,Bingtian Xue
32102,1,Computer Architecture,José L. Ayala
4862,1,Artificial Intelligence,Samy Bengio
23525,1,Internet of Things,Juan M. Corchado
11498,1,Computer Vision,Sebastian Thrun
39181,3,IT Governance,Giovanni Battista Dagnino
22492,1,Quantum Computing,Michele Mosca
29849,2,Software Engineering,Pedro Domingos
40260,1,Remote Sensing,Peter Fisher
31947,1,Neural Networks,Michał Joachimczak
23621,2,Internet of Things,Michele Nati
5313,2,Reinforcement Learning,Geoff Gordon
8843,4,Machine Learning,Hubert Ramsauer
39268,2,Network Management,Csaba Kerepesi
22508,2,Quantum Computing,Colm Ryan
8853,4,Deep Learning,Jaehong Lee
39209,5,IT Governance,Marialuisa Saviano
42461,1,Virtualization Technology,Dwight Viehland
23590,1,Internet of Things,Yasuo Kokubun
38898,1,Enterprise Resource Planning,Marieke van Erp
29850,3,Software Engineering,Michael R. Lyu
38781,2,Artificial Intelligence Ethics,Abdoul Jalil Djiberou Mahamadou
23414,1,Blockchain Technology,Santosh Vishwakarma
30077,5,Database Systems,Lars Ackermann
39149,1,IT Governance,Vittorio Chiesa
32006,5,Reinforcement Learning,Shaojie Bai
39046,4,Health Informatics,Anita Burgun
35130,5,High-Performance Computing,Shaohua Li
22362,2,Human-Computer Interaction,Elise van den Hoven
31632,5,Distributed Systems,Houssem Mansouri
37337,1,Business Intelligence,David Olson
11028,2,Data Mining,Seyoon Lee
41864,4,System Dynamics,Ion Victor Gosea
41839,2,System Dynamics,Erling Moxnes
41010,5,Remote Sensing,Stefan Hasenauer
22306,1,Human-Computer Interaction,Russell Beale
31909,4,Computational Biology,Robert Moritz
5307,2,Reinforcement Learning,Zachary C. Lipton
35401,3,Embedded Systems,Paula Herber
41830,1,System Dynamics,Houman Owhadi
33909,4,Wireless Communications,Udo Schilcher
41674,4,Software Testing,Dimitris Kolovos
36611,4,Pattern Recognition,Byeong-Hoo Lee
31716,1,Game Development,Eike Falk Anderson
8792,4,Statistical Learning,Maria Schuld
36899,1,Computational Chemistry,Dongqing Wei
8915,5,Machine Learning,Adrien Gaidon
31530,1,Distributed Systems,Franz J. Hauck
8840,4,Statistical Learning,Seungjin Choi
38693,2,Computer Aided Engineering,Hossein Izadi Rad
29982,1,Database Systems,David B. Kaber
24968,1,Cybersecurity,Ali Ghorbani
41953,1,System Integration,Thomas Schrefl
29900,4,Software Engineering,Walid Saad
38908,4,Enterprise Resource Planning,Hans-Peter Steinbacher
33415,5,Operating Systems,Abhishek Ray
24940,1,Edge Computing,Tanveer Hussain
28667,3,Bioinformatics,Shinichi Sunagawa
38373,5,Complex Systems,Falk K. Wittel
763,1,Machine Learning,Max Welling
33773,2,Wireless Communications,Michael Cheffena
25365,1,Cybersecurity,Tyler Moore
41849,3,System Dynamics,Davide Calì
10908,2,Data Mining,Wei Peng
8793,4,Machine Learning,Bjoern M. Eskofier
36141,2,Pattern Recognition,Yihong Wu
22269,5,Computer Graphics,Erkki Oja
36575,3,Pattern Recognition,Zhiwei Liu
22335,2,Human-Computer Interaction,Min Kyung Lee
23916,5,Internet of Things,Kambombo Mtonga
22547,3,Quantum Computing,Na Young Kim
8655,3,Machine Learning,Lorenzo Rosasco
39142,1,IT Governance,Daniele Archibugi
36906,2,Computational Chemistry,Jesús Olivero-Verbel
23517,4,Augmented Reality,Hernán Asorey
25694,1,Robotics,Michael Wang
10792,5,Statistical Learning,Sourabh Vora
22385,3,Human-Computer Interaction,Valentin Schwind
36872,1,Ubiquitous Computing,Marta Cortés
23481,4,Virtual Reality,Gamini Perhakaran
32260,1,Operating Systems,Narendra Agrawal
5308,3,Machine Intelligence,Zachary C. Lipton
5054,2,Artificial Intelligence,Pedro Larrañaga
30118,1,Network Security,Thorsten Holz
39155,2,IT Governance,Rosa Grimaldi
37332,5,Autonomous Systems,Marco Laghi
22095,4,Computer Graphics,Yuhui Shi
29919,4,Software Engineering,Steve Seitz
24216,3,Cloud Computing,Mariam Rady
38545,3,Computational Finance,Joseph Andria
23526,1,Internet of Things,Rongxing Lu
41699,5,Software Testing,Alexander Chatzigeorgiou
30132,1,Network Security,Yixian Yang
32158,4,Computer Architecture,Alfonso Garcia-de-Prado
42303,3,System Integration,Michael Jank
36204,3,Pattern Recognition,Jianwei Guo
479,3,Natural Language Processing,Nikodem Rybak
22297,1,Human-Computer Interaction,Robert E. Kraut
38361,3,Complex Systems,Yvonne Genzel
29676,1,Software Engineering,Xiang Chen
41090,1,Software Quality Assurance,Vikash Kumar Jha
28699,4,Bioinformatics,Ron Shamir
34970,5,High-Performance Computing,Ilaria Granata
28663,3,Bioinformatics,Nicolas Pons
40288,2,Remote Sensing,Mathias Disney
38544,3,Computational Finance,Mohsen Naderi
39223,1,Knowledge Discovery,Ali Dasdan
33443,1,Wireless Communications,Emil Björnson
7869,4,Artificial Intelligence,Christian Blum
33772,2,Wireless Communications,Erkki Harjula
36931,4,Computational Chemistry,Ilya Sinayskiy
19654,2,Computer Vision,Rob Fergus
37116,4,Autonomous Systems,Olov Andersson
26146,3,Robotics,Matthew T. Mason
35635,1,3D Printing,Neha Sharma
39769,3,Performance Engineering,Muhammad Haseeb
33791,3,Wireless Communications,Jude Okwuibe
20429,3,Computer Vision,Allen Newell
42453,1,Virtualization Technology,Michael Hughes
30001,1,Database Systems,Marco Sandri
39733,2,Performance Engineering,Turbo Majumder
25656,1,Robotics,Abhinav Gupta
32022,5,Statistical Learning,Gavin Brown
11496,1,Scientific Computing,Ion Stoica
45055,4,Web Services,Alessandro Achille
39056,4,Health Informatics,Georg Dorffner
41093,1,Software Testing,Claes Wohlin
5290,3,Artificial Intelligence,Christian Ledig
31746,1,Game Development,Magnus Johansson
23445,1,Virtual Reality,Harshit Gupta
39098,5,Health Informatics,Nabil Alrajeh
33464,1,Wireless Communications,Claude Desset
38363,3,Complex Systems,Kirsi Aaltonen
23968,1,Cloud Computing,Li Gao
10823,5,Reinforcement Learning,Muhammad Suleman
39871,1,Quantitative Analysis,Rommert Dekker
22226,5,Computer Vision,Mihai Pop
36838,2,Green Computing,Stewart Green
69,2,Natural Language Processing,John Blackmore
10796,5,Statistical Learning,Fabien Campagne
25372,1,Network Security,Nour Moustafa
36882,2,Ubiquitous Computing,Haibin Zhao
23336,5,Big Data Analytics,Han Liu
25498,3,Cybersecurity,Von Welch
37114,4,Autonomous Systems,Aitzol Astigarraga
39289,3,Network Management,Youssef Tawk
29958,5,Software Engineering,Krishnendu Chakrabarty
36990,1,Autonomous Systems,Brano Kusy
22283,5,Computer Vision,Padhraic Smyth
31411,1,Distributed Systems,Matthias Wählisch
4945,1,Deep Learning,Stefan Schaal
39929,3,Quantitative Analysis,Laura Jones
42407,5,System Integration,Gabriel Campero Durand
34918,4,High-Performance Computing,Hongmei Jin
29836,2,Software Engineering,Mohammad Shahidehpour
8519,3,Machine Learning,Jun Seita
25558,4,Cybersecurity,Bomin Mao
10809,5,Reinforcement Learning,Eun Yong Kang
35362,2,Embedded Systems,Per Lindgren
31219,4,Network Security,Mohd Aizaini Maarof
41819,1,Supply Chain Management Systems,Tomáš Trnka
24145,1,Cloud Data Management,Jos Martin
24219,3,Mobile Computing,Mariam Rady
26115,3,Robotics,David Murray
22489,1,Quantum Computing,Stefano Pirandola
42411,5,System Integration,Hangi Park
